folder,filename,image_id,bbox,valence,arousal,dominance,category,emotic_split,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,subject1_rep0_beta_idx,subject1_rep1_beta_idx,subject1_rep2_beta_idx,subject2_rep0_beta_idx,subject2_rep1_beta_idx,subject2_rep2_beta_idx,subject3_rep0_beta_idx,subject3_rep1_beta_idx,subject3_rep2_beta_idx,subject4_rep0_beta_idx,subject4_rep1_beta_idx,subject4_rep2_beta_idx,subject5_rep0_beta_idx,subject5_rep1_beta_idx,subject5_rep2_beta_idx,subject6_rep0_beta_idx,subject6_rep1_beta_idx,subject6_rep2_beta_idx,subject7_rep0_beta_idx,subject7_rep1_beta_idx,subject7_rep2_beta_idx,subject8_rep0_beta_idx,subject8_rep1_beta_idx,subject8_rep2_beta_idx,subject
mscoco/images,COCO_train2014_000000253959.jpg,253959,"[73,276,276,493]",7.0,8.0,2.0,"['16', '18']",train,253959,train2017,"(0, 0.08125, 0, 0)",0.0,72460,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108,5199,5239,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5107,5198,5238,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000094268.jpg,94268,"[371,41,468,349]",6.0,6.0,2.0,['11'],train,94268,train2017,"(0, 0, 0.16640625, 0.16640625)",0.125,31568,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14743,14831,14945,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14742,14830,14944,-1,-1,-1,7
mscoco/images,COCO_train2014_000000094268.jpg,94268,"[78,63,279,401]",5.0,7.0,6.0,"['5', '11', '16']",train,94268,train2017,"(0, 0, 0.16640625, 0.16640625)",0.125,31568,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14743,14831,14945,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14742,14830,14944,-1,-1,-1,7
mscoco/images,COCO_val2014_000000231589.jpg,231589,"[297,70,440,375]",8.0,8.0,8.0,"['11', '13', '16']",train,231589,train2017,"(0, 0, 0.0, 0.3359375)",0.0,66768,False,False,False,0,1,0,0,0,0,0,0,0,0,0,5313,5384,5668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,5312,5383,5667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000411109.jpg,411109,"[223,119,341,389]",6.0,5.0,7.0,"['3', '11', '12']",train,411109,train2017,"(0, 0, 0.14375, 0.14375)",0.0,34912,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,21311,23632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3045,21310,23631,8
mscoco/images,COCO_train2014_000000411109.jpg,411109,"[403,175,537,449]",5.0,7.0,8.0,['3'],train,411109,train2017,"(0, 0, 0.14375, 0.14375)",0.0,34912,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,21311,23632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3045,21310,23631,8
mscoco/images,COCO_val2014_000000461715.jpg,461715,"[90,27,300,355]",7.0,4.0,7.0,"['11', '18']",train,461715,train2017,"(0, 0, 0.125, 0.125)",0.125,58480,False,False,False,1,0,0,0,0,0,0,0,572,14600,15627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,14599,15626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000055276.jpg,55276,"[299,58,517,469]",7.0,6.0,7.0,['11'],train,55276,train2017,"(0, 0, 0.0, 0.25)",0.0,21214,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,12536,12708,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,12535,12707,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000055276.jpg,55276,"[79,77,398,471]",7.0,4.0,2.0,['16'],train,55276,train2017,"(0, 0, 0.0, 0.25)",0.0,21214,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,12536,12708,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,12535,12707,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_val2014_000000568202.jpg,568202,"[108,124,286,328]",4.0,4.0,4.0,"['11', '16']",train,568202,train2017,"(0, 0, 0.0, 0.0)",0.0,17496,False,False,False,0,1,0,0,0,0,0,0,0,0,0,3653,3913,5834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3652,3912,5833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
mscoco/images,COCO_train2014_000000088609.jpg,88609,"[308,28,574,441]",7.0,3.0,7.0,['16'],train,88609,train2017,"(0, 0, 0.125, 0.125)",0.1428571428571428,30025,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26556,29846,29865,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26555,29845,29864,-1,-1,-1,7
mscoco/images,COCO_val2014_000000054277.jpg,54277,"[375,176,511,427]",6.0,9.0,9.0,"['3', '11', '13']",train,54277,train2017,"(0, 0, 0.125, 0.125)",0.0,20913,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18547,21543,21568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18546,21542,21567,8
mscoco/images,COCO_train2014_000000551481.jpg,551481,"[302,73,508,619]",6.0,4.0,7.0,"['11', '13']",train,551481,train2017,"(0, 0, 0.0, 0.0)",0.0,18373,False,False,False,1,0,0,0,0,0,0,0,13787,26878,26888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13786,26877,26887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000528657.jpg,528657,"[191,84,342,293]",4.0,6.0,9.0,['11'],train,528657,train2017,"(0, 0.3328125, 0, 0)",0.0,4403,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16462,16569,16620,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,16461,16568,16619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000552054.jpg,552054,"[453,21,588,262]",6.0,6.0,7.0,['11'],train,552054,train2017,"(0, 0, 0.140625, 0.140625)",0.0,12119,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1485,17832,18360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1484,17831,18359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
mscoco/images,COCO_train2014_000000379034.jpg,379034,"[384,114,547,341]",5.0,4.0,7.0,"['3', '11', '12']",train,379034,train2017,"(0, 0, 0.1671875, 0.1671875)",0.1081081081081081,37307,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1326,1504,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1155,1325,1503,-1,-1,-1,7
mscoco/images,COCO_train2014_000000322698.jpg,322698,"[167,165,399,421]",6.0,6.0,8.0,['3'],train,322698,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,22691,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18130,18419,20952,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18129,18418,20951,-1,-1,-1,7
mscoco/images,COCO_train2014_000000563727.jpg,563727,"[90,67,619,421]",7.0,6.0,7.0,['11'],train,563727,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,16016,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10279,10613,27915,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10278,10612,27914,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000408190.jpg,408190,"[348,366,531,568]",8.0,8.0,7.0,['3'],train,408190,train2017,"(0, 0, 0.0, 0.0)",0.0,44794,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4723,9962,15407,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4722,9961,15406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000432683.jpg,432683,"[52,84,226,479]",5.0,7.0,8.0,['5'],train,432683,train2017,"(0, 0, 0.125, 0.125)",0.0,50967,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,14591,14630,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14538,14590,14629,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000137029.jpg,137029,"[137,6,546,462]",7.0,9.0,7.0,['13'],train,137029,train2017,"(0, 0, 0.13203125, 0.13203125)",0.0,42478,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239,8250,8268,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8238,8249,8267,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000274108.jpg,274108,"[196,84,382,469]",6.0,2.0,5.0,['21'],train,274108,train2017,"(0, 0, 0.125, 0.125)",0.0,3856,False,True,True,1,1,1,1,1,1,1,1,8137,8257,8758,8137,8257,8758,8137,8257,8758,8137,8257,8758,8137,8257,8758,8137,8257,8758,8137,8257,8758,8137,8257,8758,8136,8256,8757,8136,8256,8757,8136,8256,8757,8136,8256,8757,8136,8256,8757,8136,8256,8757,8136,8256,8757,8136,8256,8757,all
mscoco/images,COCO_train2014_000000149755.jpg,149755,"[105,7,611,422]",4.0,6.0,4.0,"['16', '18']",train,149755,train2017,"(0, 0, 0.0, 0.3328125)",0.0,45738,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18889,19295,19628,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18888,19294,19627,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000298949.jpg,298949,"[193,55,509,416]",5.0,8.0,8.0,"['3', '11']",train,298949,train2017,"(0, 0, 0.0, 0.0)",0.0,63946,False,False,False,1,0,0,0,0,0,0,0,6157,6348,6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156,6347,6423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_train2014_000000524651.jpg,524651,"[144,147,239,430]",8.0,7.0,7.0,['16'],train,524651,train2017,"(0, 0, 0.125, 0.125)",0.0,3079,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18583,18598,21375,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18582,18597,21374,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000053608.jpg,53608,"[192,30,394,350]",7.0,7.0,8.0,['11'],train,53608,train2017,"(0, 0, 0.146875, 0.146875)",0.027027027027027,20681,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5728,5792,5961,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5727,5791,5960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000274642.jpg,274642,"[94,16,402,396]",10.0,6.0,8.0,['21'],train,274642,train2017,"(0, 0.3328125, 0, 0)",0.1428571428571428,46390,False,False,False,1,0,0,0,0,0,0,0,6376,6581,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6375,6580,6798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
mscoco/images,COCO_val2014_000000482172.jpg,482172,"[186,180,371,356]",6.0,7.0,7.0,"['5', '13']",train,482172,train2017,"(0, 0.3328125, 0, 0)",0.0,63747,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6187,6457,23913,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6186,6456,23912,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_val2014_000000576031.jpg,576031,"[224,78,403,468]",6.0,10.0,8.0,"['3', '11']",train,576031,val2017,"(0, 0, 0.125, 0.125)",0.0,2644,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21590,29543,29747,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21589,29542,29746,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000014103.jpg,14103,"[267,89,497,289]",7.0,8.0,8.0,"['13', '16', '19']",train,14103,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,7523,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,719,979,5024,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,718,978,5023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000014103.jpg,14103,"[458,111,591,424]",6.0,8.0,4.0,['11'],train,14103,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,7523,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,719,979,5024,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,718,978,5023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
mscoco/images,COCO_train2014_000000498702.jpg,498702,"[179,18,352,198]",7.0,8.0,8.0,"['5', '11', '12', '13', '19']",train,498702,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,68043,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10999,26459,26657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10998,26458,26656,8
mscoco/images,COCO_train2014_000000498702.jpg,498702,"[197,126,451,417]",6.0,9.0,6.0,['5'],train,498702,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,68043,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10999,26459,26657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10998,26458,26656,8
mscoco/images,COCO_train2014_000000167028.jpg,167028,"[40,96,283,341]",4.0,4.0,5.0,"['9', '11']",train,167028,train2017,"(0, 0, 0.125, 0.125)",0.1162790697674418,50087,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8424,8826,12253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8423,8825,12252,8
mscoco/images,COCO_train2014_000000167028.jpg,167028,"[283,17,511,326]",8.0,8.0,8.0,['11'],train,167028,train2017,"(0, 0, 0.125, 0.125)",0.1162790697674418,50087,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8424,8826,12253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8423,8825,12252,8
mscoco/images,COCO_train2014_000000282027.jpg,282027,"[149,31,295,402]",5.0,7.0,7.0,['3'],train,282027,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,9468,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7216,26310,26884,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7215,26309,26883,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_train2014_000000396793.jpg,396793,"[374,23,467,305]",6.0,6.0,7.0,['3'],train,396793,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,9978,False,True,True,1,1,1,1,1,1,1,1,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11003,24353,24475,11003,24353,24475,11003,24353,24475,11003,24353,24475,11003,24353,24475,11003,24353,24475,11003,24353,24475,11003,24353,24475,all
mscoco/images,COCO_train2014_000000252375.jpg,252375,"[38,46,294,384]",5.0,7.0,7.0,"['3', '11']",train,252375,train2017,"(0, 0.3078125, 0, 0)",0.0,59488,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9371,12512,21253,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9370,12511,21252,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_val2014_000000510791.jpg,510791,"[248,44,366,372]",7.0,5.0,9.0,"['3', '5', '12']",train,510791,train2017,"(0, 0, 0.165625, 0.165625)",0.0,53707,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,1969,20081,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1853,1968,20080,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000252801.jpg,252801,"[175,64,471,471]",6.0,6.0,7.0,['3'],train,252801,train2017,"(0, 0, 0.125, 0.125)",0.0,60143,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4694,24696,27169,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4693,24695,27168,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
mscoco/images,COCO_val2014_000000108758.jpg,108758,"[59,193,262,453]",7.0,5.0,7.0,['5'],train,108758,train2017,"(0, 0, 0.125, 0.125)",0.0,35261,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10652,10994,12097,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10651,10993,12096,-1,-1,-1,-1,-1,-1,6
mscoco/images,COCO_train2014_000000107072.jpg,107072,"[166,47,293,413]",7.0,6.0,6.0,['3'],train,107072,train2017,"(0, 0, 0.1421875, 0.1421875)",0.0833333333333333,34842,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15626,18956,19112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,15625,18955,19111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
